"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage","life.stage.1"
"542",1998,"White Catfish",0.000125213603372775,4.90124888551871e-10,2151,8.18216251756371e-05,0.000168605581569912,"1.YOY","1.YOY"
"543",1999,"White Catfish",1.68612527535362e-05,1.22150699153747e-11,2099,1.0011040159251e-05,2.37114653478213e-05,"1.YOY","1.YOY"
"544",2000,"White Catfish",4.33935280526343e-05,1.17013015833485e-10,2143,2.21917073377543e-05,6.45953487675143e-05,"1.YOY","1.YOY"
"545",2001,"White Catfish",4.22154203941327e-05,2.21650609453779e-11,2098,3.29877826613343e-05,5.1443058126931e-05,"1.YOY","1.YOY"
"546",2002,"White Catfish",1.02176291346935e-05,9.94698622856243e-12,2142,4.03601589091603e-06,1.6399242378471e-05,"1.YOY","1.YOY"
"547",2003,"White Catfish",1.7767127952125e-05,2.06959748939457e-11,2144,8.85053347034096e-06,2.66837224339091e-05,"1.YOY","1.YOY"
"548",2004,"White Catfish",1.68882150834485e-05,3.92188434414509e-11,2139,4.61372491217544e-06,2.91627052547215e-05,"1.YOY","1.YOY"
"549",2005,"White Catfish",5.06031521873022e-05,6.5969050544502e-11,2142,3.46837707743276e-05,6.65225336002767e-05,"1.YOY","1.YOY"
"550",2006,"White Catfish",5.51919059142868e-05,1.08521214378737e-10,2143,3.47738967763381e-05,7.56099150522354e-05,"1.YOY","1.YOY"
"551",2007,"White Catfish",3.678874287532e-06,2.63356519224584e-12,2140,4.98134744197518e-07,6.85961383086647e-06,"1.YOY","1.YOY"
"552",2008,"White Catfish",9.89717995963123e-06,1.83962050892229e-12,2142,7.23878078962762e-06,1.25555791296348e-05,"1.YOY","1.YOY"
"553",2009,"White Catfish",2.21832679399323e-05,4.89765618962668e-11,2140,8.46654966693791e-06,3.58999862129267e-05,"1.YOY","1.YOY"
"554",2010,"White Catfish",1.38347497666672e-05,3.58937848130338e-11,2135,2.09211106245125e-06,2.55773884708832e-05,"1.YOY","1.YOY"
"555",2011,"White Catfish",1.20269590080395e-05,3.29181928352973e-11,2094,7.81580864282902e-07,2.3272337151796e-05,"1.YOY","1.YOY"
"556",2012,"White Catfish",1.11717215509642e-05,1.23464943861559e-11,2143,4.28475612097572e-06,1.80586869809527e-05,"1.YOY","1.YOY"
"557",2013,"White Catfish",6.44178868312526e-05,2.04997353506648e-10,2136,3.63551386901468e-05,9.24806349723584e-05,"1.YOY","1.YOY"
"558",2014,"White Catfish",5.91985355238213e-05,1.52602310791039e-10,2132,3.49862031881116e-05,8.3410867859531e-05,"1.YOY","1.YOY"
"559",2015,"White Catfish",3.02447741704478e-05,6.57304188382807e-11,2134,1.43542116565171e-05,4.61353366843785e-05,"1.YOY","1.YOY"
"560",2016,"White Catfish",2.86730684136654e-06,7.9188158139289e-13,2132,1.12314736383046e-06,4.61146631890262e-06,"1.YOY","1.YOY"
"561",2017,"White Catfish",1.54000324799531e-05,1.13323675081745e-11,2135,8.80197041451272e-06,2.19980945453934e-05,"1.YOY","1.YOY"
"562",2018,"White Catfish",6.7999252910416e-06,7.27573093329785e-12,2137,1.51310697059999e-06,1.20867436114832e-05,"1.YOY","1.YOY"
"563",2023,"White Catfish",1.41693851251595e-06,1.73541412954e-13,1793,6.0043579237101e-07,2.23344123266089e-06,"1.YOY","1.YOY"
"564",2024,"White Catfish",1.66446958379757e-05,6.28723136733799e-11,2025,1.10345135088088e-06,3.21859403250706e-05,"1.YOY","1.YOY"
"5181",1974,"White Catfish",0,0,1675,0,0,"2.YEARLING","2.YEARLING"
"5191",1975,"White Catfish",0,0,880,0,0,"2.YEARLING","2.YEARLING"
"5201",1976,"White Catfish",0,0,866,0,0,"2.YEARLING","2.YEARLING"
"5211",1977,"White Catfish",0,0,818,0,0,"2.YEARLING","2.YEARLING"
"5221",1978,"White Catfish",0,0,872,0,0,"2.YEARLING","2.YEARLING"
"5231",1979,"White Catfish",0,0,2136,0,0,"2.YEARLING","2.YEARLING"
"5241",1980,"White Catfish",5.03625537059261e-06,3.15327702336274e-12,2023,1.55579146287136e-06,8.51671927831386e-06,"2.YEARLING","2.YEARLING"
"5251",1981,"White Catfish",7.40680801702879e-06,5.17002927784944e-12,1154,2.95021913383725e-06,1.18633969002203e-05,"2.YEARLING","2.YEARLING"
"5261",1982,"White Catfish",3.57164961849125e-07,1.27566809972687e-13,1000,-3.4287836337516e-07,1.05720828707341e-06,"2.YEARLING","2.YEARLING"
"5271",1983,"White Catfish",8.03284333351445e-05,4.22325037735523e-10,1199,4.00493585572305e-05,0.000120607508113058,"2.YEARLING","2.YEARLING"
"5281",1984,"White Catfish",0.000101809577148027,2.89327972342516e-10,1641,6.84706758681256e-05,0.000135148478427928,"2.YEARLING","2.YEARLING"
"5291",1985,"White Catfish",2.33258914686012e-05,1.9502202234216e-10,1889,-4.04556448517745e-06,5.06973474223798e-05,"2.YEARLING","2.YEARLING"
"5301",1986,"White Catfish",8.00819150206486e-06,2.41656214775879e-12,2222,4.96131356771466e-06,1.10550694364151e-05,"2.YEARLING","2.YEARLING"
"5311",1987,"White Catfish",3.79188381181363e-06,6.53872380856159e-13,2065,2.20698124752236e-06,5.37678637610489e-06,"2.YEARLING","2.YEARLING"
"5321",1988,"White Catfish",2.01293106391927e-05,7.64188520563454e-12,1733,1.47110944930829e-05,2.55475267853026e-05,"2.YEARLING","2.YEARLING"
"5331",1989,"White Catfish",2.28446743774249e-05,3.54879086739263e-11,1725,1.11686155405675e-05,3.45207332142823e-05,"2.YEARLING","2.YEARLING"
"5341",1990,"White Catfish",2.04346485884749e-05,7.40452398623339e-12,1725,1.5101242608661e-05,2.57680545682887e-05,"2.YEARLING","2.YEARLING"
"5351",1991,"White Catfish",6.27513871276723e-06,1.70182960598558e-12,1716,3.7182365608744e-06,8.83204086466006e-06,"2.YEARLING","2.YEARLING"
"5361",1992,"White Catfish",8.21108886436236e-06,2.33919919663395e-11,1722,-1.26850376073973e-06,1.76906814894645e-05,"2.YEARLING","2.YEARLING"
"5371",1993,"White Catfish",2.31916044373863e-06,4.27933153527085e-13,1707,1.03699508677813e-06,3.60132580069914e-06,"2.YEARLING","2.YEARLING"
"5381",1994,"White Catfish",2.26770531822673e-05,7.37405861930056e-11,1706,5.84607472232472e-06,3.95080316422098e-05,"2.YEARLING","2.YEARLING"
"5391",1995,"White Catfish",6.32774727816788e-05,5.0297323318276e-11,1720,4.93770340382617e-05,7.71779115250958e-05,"2.YEARLING","2.YEARLING"
"5401",1996,"White Catfish",1.35824891669424e-05,3.12823107452278e-12,1720,1.01158751855642e-05,1.70491031483206e-05,"2.YEARLING","2.YEARLING"
"5411",1997,"White Catfish",2.0994018974855e-05,2.51478806938368e-11,2040,1.11650770952098e-05,3.08229608545002e-05,"2.YEARLING","2.YEARLING"
"5421",1998,"White Catfish",6.72378129331168e-06,7.16753523285873e-12,2151,1.47641973243653e-06,1.19711428541868e-05,"2.YEARLING","2.YEARLING"
"5431",1999,"White Catfish",2.21136862747791e-05,2.00458763067795e-11,2099,1.33382524723894e-05,3.08891200771688e-05,"2.YEARLING","2.YEARLING"
"5441",2000,"White Catfish",9.92762695259971e-06,9.45467265959379e-12,2143,3.90093047035543e-06,1.5954323434844e-05,"2.YEARLING","2.YEARLING"
"5451",2001,"White Catfish",2.80795027897013e-06,4.42800882219937e-13,2098,1.50370188654784e-06,4.11219867139241e-06,"2.YEARLING","2.YEARLING"
"5461",2002,"White Catfish",4.77920749513332e-06,7.27076185905131e-13,2142,3.10793975004484e-06,6.45047524022181e-06,"2.YEARLING","2.YEARLING"
"5471",2003,"White Catfish",8.1964659812866e-06,2.82210430385821e-12,2144,4.90383847522071e-06,1.14890934873525e-05,"2.YEARLING","2.YEARLING"
"5481",2004,"White Catfish",2.48795932708105e-06,4.61518690938188e-13,2139,1.15643005473735e-06,3.81948859942475e-06,"2.YEARLING","2.YEARLING"
"5491",2005,"White Catfish",1.93939046887234e-05,4.68904981811167e-11,2142,5.97248383202649e-06,3.28153255454202e-05,"2.YEARLING","2.YEARLING"
"5501",2006,"White Catfish",2.49209723515214e-05,6.65410382272284e-11,2143,8.93272502876206e-06,4.09092196742807e-05,"2.YEARLING","2.YEARLING"
"5511",2007,"White Catfish",6.56815719053736e-06,1.08409558063985e-12,2140,4.52740694060816e-06,8.60890744046655e-06,"2.YEARLING","2.YEARLING"
"5521",2008,"White Catfish",1.6331179454669e-06,1.92360335585728e-13,2142,7.73483450355088e-07,2.4927524405787e-06,"2.YEARLING","2.YEARLING"
"5531",2009,"White Catfish",2.39560734869737e-06,6.57030418663719e-13,2140,8.06882055785305e-07,3.98433264160944e-06,"2.YEARLING","2.YEARLING"
"5541",2010,"White Catfish",4.08873576124247e-06,5.11145279177809e-12,2135,-3.42534603437919e-07,8.52000612592287e-06,"2.YEARLING","2.YEARLING"
"5551",2011,"White Catfish",4.36830730321442e-06,1.37265451775179e-12,2094,2.07196464685948e-06,6.66464995956937e-06,"2.YEARLING","2.YEARLING"
"5561",2012,"White Catfish",1.82616331345846e-05,4.27977735200715e-11,2143,5.43931170846575e-06,3.10839545607035e-05,"2.YEARLING","2.YEARLING"
"5571",2013,"White Catfish",8.83532636478675e-07,1.16469916973766e-13,2136,2.14629928271855e-07,1.5524353446855e-06,"2.YEARLING","2.YEARLING"
"5581",2014,"White Catfish",2.11181716621048e-06,2.87704403383259e-13,2132,1.0605107237128e-06,3.16312360870816e-06,"2.YEARLING","2.YEARLING"
"5591",2015,"White Catfish",2.35371195680247e-06,5.78132667338326e-13,2134,8.63425254571354e-07,3.8439986590336e-06,"2.YEARLING","2.YEARLING"
"5601",2016,"White Catfish",3.87066508997333e-06,1.008653032923e-12,2132,1.90220338313802e-06,5.83912679680864e-06,"2.YEARLING","2.YEARLING"
"5611",2017,"White Catfish",5.60405223852046e-06,1.03591123327993e-11,2135,-7.04320446862184e-07,1.19124249239031e-05,"2.YEARLING","2.YEARLING"
"5621",2018,"White Catfish",1.25871849106314e-05,6.65702817089165e-12,2137,7.53014630871258e-06,1.76442235125503e-05,"2.YEARLING","2.YEARLING"
"5631",2023,"White Catfish",2.55553788131959e-06,1.17536849352655e-12,1793,4.30615387502083e-07,4.68046037513709e-06,"2.YEARLING","2.YEARLING"
"5641",2024,"White Catfish",1.7075669040203e-06,2.70512005491135e-13,2025,6.88155838603241e-07,2.72697796943736e-06,"2.YEARLING","2.YEARLING"
"5182",1974,"White Catfish",0,0,1675,0,0,"3.OLDER","3.OLDER"
"5192",1975,"White Catfish",0,0,880,0,0,"3.OLDER","3.OLDER"
"5202",1976,"White Catfish",0,0,866,0,0,"3.OLDER","3.OLDER"
"5212",1977,"White Catfish",0,0,818,0,0,"3.OLDER","3.OLDER"
"5222",1978,"White Catfish",0,0,872,0,0,"3.OLDER","3.OLDER"
"5232",1979,"White Catfish",0,0,2136,0,0,"3.OLDER","3.OLDER"
"5242",1980,"White Catfish",2.80512601742819e-05,2.37178612633565e-11,2023,1.85058667392626e-05,3.75966536093013e-05,"3.OLDER","3.OLDER"
"5252",1981,"White Catfish",2.53975672098255e-05,2.61021759184991e-11,1154,1.53838706392025e-05,3.54112637804485e-05,"3.OLDER","3.OLDER"
"5262",1982,"White Catfish",2.49804397817549e-05,3.33501906620131e-11,1000,1.3661513487835e-05,3.62993660756747e-05,"3.OLDER","3.OLDER"
"5272",1983,"White Catfish",7.28628315872806e-06,5.62832719985214e-12,1199,2.63636038829929e-06,1.19362059291568e-05,"3.OLDER","3.OLDER"
"5282",1984,"White Catfish",0.000128011853804968,1.32691185699664e-10,1641,0.000105434288413992,0.000150589419195945,"3.OLDER","3.OLDER"
"5292",1985,"White Catfish",0.000101209512563098,5.49243251792908e-10,1889,5.52750714966431e-05,0.000147143953629553,"3.OLDER","3.OLDER"
"5302",1986,"White Catfish",6.8860740675613e-05,1.49492070785072e-10,2222,4.48964184626245e-05,9.28250628886014e-05,"3.OLDER","3.OLDER"
"5312",1987,"White Catfish",4.80476187280521e-05,4.83913291624088e-10,2065,4.93148136507514e-06,9.1163756091029e-05,"3.OLDER","3.OLDER"
"5322",1988,"White Catfish",3.48351172549318e-05,3.51014767137995e-11,1733,2.32228034052405e-05,4.6447431104623e-05,"3.OLDER","3.OLDER"
"5332",1989,"White Catfish",3.58568703266383e-05,1.62569029086912e-11,1725,2.79541797586085e-05,4.37595608946682e-05,"3.OLDER","3.OLDER"
"5342",1990,"White Catfish",2.68875130915669e-05,1.24435437802085e-11,1725,1.9973533211205e-05,3.38014929719288e-05,"3.OLDER","3.OLDER"
"5352",1991,"White Catfish",5.04697131400188e-05,3.65967945710598e-11,1716,3.86126373612198e-05,6.23267889188179e-05,"3.OLDER","3.OLDER"
"5362",1992,"White Catfish",1.36836973119138e-05,2.72103060789043e-12,1722,1.04505701595624e-05,1.69168244642652e-05,"3.OLDER","3.OLDER"
"5372",1993,"White Catfish",1.27865410164322e-05,2.40518372254022e-12,1707,9.74684468480453e-06,1.58262373480598e-05,"3.OLDER","3.OLDER"
"5382",1994,"White Catfish",3.64160140177445e-05,6.8019503318606e-11,1706,2.02511223092066e-05,5.25809057262824e-05,"3.OLDER","3.OLDER"
"5392",1995,"White Catfish",5.06540547436095e-05,2.9766678602977e-11,1720,3.99605205980992e-05,6.13475888891199e-05,"3.OLDER","3.OLDER"
"5402",1996,"White Catfish",6.40011495602925e-05,8.1728181592474e-11,1720,4.6282036083438e-05,8.1720263037147e-05,"3.OLDER","3.OLDER"
"5412",1997,"White Catfish",1.74105808906495e-05,1.08192317909726e-11,2040,1.09636311585513e-05,2.38575306227476e-05,"3.OLDER","3.OLDER"
"5422",1998,"White Catfish",1.05111089467218e-05,2.78926722285312e-12,2151,7.23769345776957e-06,1.37845244356741e-05,"3.OLDER","3.OLDER"
"5432",1999,"White Catfish",3.31868633697674e-05,1.42990488549827e-11,2099,2.57753030697157e-05,4.0598423669819e-05,"3.OLDER","3.OLDER"
"5442",2000,"White Catfish",1.82935166526639e-05,1.05065639876039e-11,2143,1.19404059016397e-05,2.46466274036881e-05,"3.OLDER","3.OLDER"
"5452",2001,"White Catfish",1.19977952051862e-05,6.43143281075284e-12,2098,7.02718233695875e-06,1.69684080734136e-05,"3.OLDER","3.OLDER"
"5462",2002,"White Catfish",7.75340457920962e-06,2.42184200132693e-12,2142,4.70319995782804e-06,1.08036092005912e-05,"3.OLDER","3.OLDER"
"5472",2003,"White Catfish",2.09932269734777e-05,1.72305194016095e-11,2144,1.28573334556628e-05,2.91291204912927e-05,"3.OLDER","3.OLDER"
"5482",2004,"White Catfish",1.12661079806539e-05,4.55838457108522e-12,2139,7.08143473555084e-06,1.54507812257569e-05,"3.OLDER","3.OLDER"
"5492",2005,"White Catfish",2.10096905151576e-05,8.80774230609935e-11,2142,2.615174255383e-06,3.94042067749322e-05,"3.OLDER","3.OLDER"
"5502",2006,"White Catfish",2.48139821204577e-05,3.52499953143326e-11,2143,1.31771276485852e-05,3.64508365923303e-05,"3.OLDER","3.OLDER"
"5512",2007,"White Catfish",1.9249665440113e-05,8.66948903400937e-12,2140,1.34786422142846e-05,2.50206886659413e-05,"3.OLDER","3.OLDER"
"5522",2008,"White Catfish",9.75169519587885e-06,3.34261787952592e-12,2142,6.1682609707274e-06,1.33351294210303e-05,"3.OLDER","3.OLDER"
"5532",2009,"White Catfish",1.43321589465169e-05,4.28624530979317e-12,2140,1.02743220865506e-05,1.83899958064832e-05,"3.OLDER","3.OLDER"
"5542",2010,"White Catfish",2.31110441151443e-05,1.00598282376459e-11,2135,1.68944665874575e-05,2.93276216428311e-05,"3.OLDER","3.OLDER"
"5552",2011,"White Catfish",1.03678545499799e-05,1.18560889917574e-11,2094,3.61905084334157e-06,1.71166582566183e-05,"3.OLDER","3.OLDER"
"5562",2012,"White Catfish",3.98137680898143e-05,5.70751913236166e-11,2143,2.50063356658994e-05,5.46212005137292e-05,"3.OLDER","3.OLDER"
"5572",2013,"White Catfish",1.68205265877768e-05,5.69735362720626e-12,2136,1.21421771251698e-05,2.14988760503838e-05,"3.OLDER","3.OLDER"
"5582",2014,"White Catfish",1.22890391376885e-05,1.39298024046994e-11,2132,4.97379963936079e-06,1.96042786360161e-05,"3.OLDER","3.OLDER"
"5592",2015,"White Catfish",1.89116782427446e-05,1.78420808670441e-11,2134,1.06326603143405e-05,2.71906961711487e-05,"3.OLDER","3.OLDER"
"5602",2016,"White Catfish",9.95153165889743e-06,5.77653591214767e-12,2132,5.24078433388556e-06,1.46622789839093e-05,"3.OLDER","3.OLDER"
"5612",2017,"White Catfish",6.80550319710553e-06,2.00379297987624e-12,2135,4.03101745890241e-06,9.57998893530866e-06,"3.OLDER","3.OLDER"
"5622",2018,"White Catfish",2.56117086448055e-05,1.08725754625889e-11,2137,1.91488852759456e-05,3.20745320136654e-05,"3.OLDER","3.OLDER"
"5632",2023,"White Catfish",9.43128648607279e-06,4.71764006682988e-12,1793,5.17414118895952e-06,1.36884317831861e-05,"3.OLDER","3.OLDER"
"5642",2024,"White Catfish",8.00006383302816e-06,2.45607181454502e-12,2025,4.92837936310679e-06,1.10717483029495e-05,"3.OLDER","3.OLDER"
