"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage","life.stage.1"
"186",2018,"Bay Anchovy",0.0219935986121672,2.10608306631365e-06,2137,0.0191491779844206,0.0248380192399138,"1.YOY","1.YOY"
"187",2023,"Bay Anchovy",0.0523843614407162,1.10683588590496e-05,1793,0.0458636093834053,0.0589051134980271,"1.YOY","1.YOY"
"188",2024,"Bay Anchovy",0.0530032286391932,1.05433842244285e-05,2025,0.0466389953910662,0.0593674618873201,"1.YOY","1.YOY"
"1421",1974,"Bay Anchovy",0,0,1675,0,0,"2.YEARLING","2.YEARLING"
"1431",1975,"Bay Anchovy",0,0,880,0,0,"2.YEARLING","2.YEARLING"
"1441",1976,"Bay Anchovy",0,0,866,0,0,"2.YEARLING","2.YEARLING"
"1451",1977,"Bay Anchovy",0,0,818,0,0,"2.YEARLING","2.YEARLING"
"1461",1978,"Bay Anchovy",0,0,872,0,0,"2.YEARLING","2.YEARLING"
"1471",1979,"Bay Anchovy",0,0,2136,0,0,"2.YEARLING","2.YEARLING"
"1481",1980,"Bay Anchovy",0.0105812073465993,1.7150257783369e-06,2023,0.00801441108860396,0.0131480036045947,"2.YEARLING","2.YEARLING"
"1491",1981,"Bay Anchovy",0.0241989950448453,6.18980376118688e-05,1154,0.0087786350850469,0.0396193550046438,"2.YEARLING","2.YEARLING"
"1501",1982,"Bay Anchovy",0.0093002062709459,1.34193737340467e-06,1000,0.00702970266740959,0.0115707098744822,"2.YEARLING","2.YEARLING"
"1511",1983,"Bay Anchovy",0.0106265835774831,1.1799817790079e-06,1199,0.00849749503957845,0.0127556721153876,"2.YEARLING","2.YEARLING"
"1521",1984,"Bay Anchovy",0.0192396008017666,1.56677526127772e-06,1641,0.0167862512865681,0.021692950316965,"2.YEARLING","2.YEARLING"
"1531",1985,"Bay Anchovy",0.00234871164460991,1.71425048886391e-07,1889,0.00153720288445882,0.003160220404761,"2.YEARLING","2.YEARLING"
"1541",1986,"Bay Anchovy",0.00443487167100613,4.63761648538151e-07,2222,0.00310011073772101,0.00576963260429125,"2.YEARLING","2.YEARLING"
"1551",1987,"Bay Anchovy",0.00466716515918216,3.41965645297777e-06,2065,0.00104267178358339,0.00829165853478094,"2.YEARLING","2.YEARLING"
"1561",1988,"Bay Anchovy",0.00424812658513861,6.70400570127595e-07,1733,0.00264331792669918,0.00585293524357804,"2.YEARLING","2.YEARLING"
"1571",1989,"Bay Anchovy",0.00126062096508301,4.22160058218793e-08,1725,0.000857908899252677,0.00166333303091334,"2.YEARLING","2.YEARLING"
"1581",1990,"Bay Anchovy",0.00336581248795115,2.93916535028162e-07,1725,0.00230321672240144,0.00442840825350087,"2.YEARLING","2.YEARLING"
"1591",1991,"Bay Anchovy",0.0030177044887212,1.18438881676791e-07,1716,0.00234317145924854,0.00369223751819385,"2.YEARLING","2.YEARLING"
"1601",1992,"Bay Anchovy",0.00777075908971003,1.29168161775394e-06,1722,0.00554317652047415,0.00999834165894591,"2.YEARLING","2.YEARLING"
"1611",1993,"Bay Anchovy",0.00169465948753408,1.0494561652084e-07,1707,0.00105971139483164,0.00232960758023651,"2.YEARLING","2.YEARLING"
"1621",1994,"Bay Anchovy",0.00231419723028912,2.00974497445766e-07,1706,0.00143552571636161,0.00319286874421662,"2.YEARLING","2.YEARLING"
"1631",1995,"Bay Anchovy",0.00225917148374044,1.13046499374456e-07,1720,0.00160017267342519,0.00291817029405569,"2.YEARLING","2.YEARLING"
"1641",1996,"Bay Anchovy",0.00126780280194955,3.30252713941868e-08,1720,0.000911614814240944,0.00162399078965816,"2.YEARLING","2.YEARLING"
"1651",1997,"Bay Anchovy",0.00203125847679976,3.51310680104189e-08,2040,0.00166389011824282,0.00239862683535671,"2.YEARLING","2.YEARLING"
"1661",1998,"Bay Anchovy",0.00247862675474133,1.15281219032021e-07,2151,0.00181314622832946,0.00314410728115319,"2.YEARLING","2.YEARLING"
"1671",1999,"Bay Anchovy",0.00128124321574052,8.55137178470045e-08,2099,0.00070808573434378,0.00185440069713726,"2.YEARLING","2.YEARLING"
"1681",2000,"Bay Anchovy",0.000276352707813853,3.90939882438918e-09,2143,0.000153803344193419,0.000398902071434288,"2.YEARLING","2.YEARLING"
"1691",2001,"Bay Anchovy",0.000783056795666315,1.22701245095184e-08,2098,0.000565946431298867,0.00100016716003376,"2.YEARLING","2.YEARLING"
"1701",2002,"Bay Anchovy",0.00112480278564468,3.68993461795826e-08,2142,0.000748302416078481,0.00150130315521088,"2.YEARLING","2.YEARLING"
"1711",2003,"Bay Anchovy",0.00100646636738081,2.43465703813933e-08,2144,0.000700639970911894,0.00131229276384972,"2.YEARLING","2.YEARLING"
"1721",2004,"Bay Anchovy",0.00229096968290581,5.74187974537636e-08,2139,0.00182131017613694,0.00276062918967468,"2.YEARLING","2.YEARLING"
"1731",2005,"Bay Anchovy",0.000732267305613998,8.07179536284467e-09,2142,0.000556174690590244,0.000908359920637752,"2.YEARLING","2.YEARLING"
"1741",2006,"Bay Anchovy",0.00209789561989057,1.29030647568457e-07,2143,0.00139384722972198,0.00280194401005917,"2.YEARLING","2.YEARLING"
"1751",2007,"Bay Anchovy",0.000346559968781361,6.23574309734185e-09,2140,0.000191785194729681,0.000501334742833041,"2.YEARLING","2.YEARLING"
"1761",2008,"Bay Anchovy",0.00243615562428582,1.58288513749698e-07,2142,0.00165636003926315,0.00321595120930848,"2.YEARLING","2.YEARLING"
"1771",2009,"Bay Anchovy",0.00736625840774151,1.09852607397904e-06,2140,0.00531197075363902,0.00942054606184399,"2.YEARLING","2.YEARLING"
"1781",2010,"Bay Anchovy",0.00103870037403319,2.58871566073704e-08,2135,0.000723346444577923,0.00135405430348845,"2.YEARLING","2.YEARLING"
"1791",2011,"Bay Anchovy",0.00238166605897018,1.51401488334705e-07,2094,0.00161902331325853,0.00314430880468183,"2.YEARLING","2.YEARLING"
"1801",2012,"Bay Anchovy",0.00195654645710568,3.29320890042327e-08,2143,0.00160086132511579,0.00231223158909556,"2.YEARLING","2.YEARLING"
"1811",2013,"Bay Anchovy",0.00324645387067168,3.90455088117489e-07,2136,0.00202172032148144,0.00447118741986193,"2.YEARLING","2.YEARLING"
"1821",2014,"Bay Anchovy",0.00237670509369384,2.23132603994952e-07,2132,0.00145086158018466,0.00330254860720301,"2.YEARLING","2.YEARLING"
"1831",2015,"Bay Anchovy",0.00153567187812008,4.24183334928538e-08,2134,0.00113199593141759,0.00193934782482256,"2.YEARLING","2.YEARLING"
"1841",2016,"Bay Anchovy",0.00231785505258499,9.45268181969006e-08,2132,0.00171524885880234,0.00292046124636764,"2.YEARLING","2.YEARLING"
"1851",2017,"Bay Anchovy",0.0012684582963685,5.90953788732268e-08,2135,0.000791991290711882,0.00174492530202513,"2.YEARLING","2.YEARLING"
"1861",2018,"Bay Anchovy",0.00070621639503622,1.20957743975339e-08,2137,0.000490654044600049,0.00092177874547239,"2.YEARLING","2.YEARLING"
"1871",2023,"Bay Anchovy",0.00324477081285527,3.23283327713333e-07,1793,0.0021303538209965,0.00435918780471403,"2.YEARLING","2.YEARLING"
"1881",2024,"Bay Anchovy",0.00376610303330718,1.33118076526759e-07,2025,0.0030509901731339,0.00448121589348045,"2.YEARLING","2.YEARLING"
"1422",1974,"Bay Anchovy",0,0,1675,0,0,"3.OLDER","3.OLDER"
"1432",1975,"Bay Anchovy",0,0,880,0,0,"3.OLDER","3.OLDER"
"1442",1976,"Bay Anchovy",0,0,866,0,0,"3.OLDER","3.OLDER"
"1452",1977,"Bay Anchovy",0,0,818,0,0,"3.OLDER","3.OLDER"
"1462",1978,"Bay Anchovy",0,0,872,0,0,"3.OLDER","3.OLDER"
"1472",1979,"Bay Anchovy",0,0,2136,0,0,"3.OLDER","3.OLDER"
"1482",1980,"Bay Anchovy",0,0,2023,0,0,"3.OLDER","3.OLDER"
"1492",1981,"Bay Anchovy",0.000126164057350698,7.0033131636947e-09,1154,-3.78601111417818e-05,0.000290188225843179,"3.OLDER","3.OLDER"
"1502",1982,"Bay Anchovy",1.37024237581949e-05,1.37126023928499e-10,1000,-9.24933725318986e-06,3.66541847695797e-05,"3.OLDER","3.OLDER"
"1512",1983,"Bay Anchovy",3.95322831714764e-05,2.71593085875922e-10,1199,7.23132345352157e-06,7.18332428894313e-05,"3.OLDER","3.OLDER"
"1522",1984,"Bay Anchovy",3.42703887113674e-06,5.24304019077005e-12,1641,-1.06090756313163e-06,7.91498530540512e-06,"3.OLDER","3.OLDER"
"1532",1985,"Bay Anchovy",4.8800984939854e-06,2.08677218375770e-11,1889,-4.07341702849157e-06,1.38336140164624e-05,"3.OLDER","3.OLDER"
"1542",1986,"Bay Anchovy",0,0,2222,0,0,"3.OLDER","3.OLDER"
"1552",1987,"Bay Anchovy",1.05057731459924e-06,1.10371269395055e-12,2065,-1.00855422201527e-06,3.10970885121376e-06,"3.OLDER","3.OLDER"
"1562",1988,"Bay Anchovy",0,0,1733,0,0,"3.OLDER","3.OLDER"
"1572",1989,"Bay Anchovy",1.98746219277105e-07,3.95000596769432e-14,1725,-1.90796370506021e-07,5.88288809060232e-07,"3.OLDER","3.OLDER"
"1582",1990,"Bay Anchovy",0,0,1725,0,0,"3.OLDER","3.OLDER"
"1592",1991,"Bay Anchovy",0,0,1716,0,0,"3.OLDER","3.OLDER"
"1602",1992,"Bay Anchovy",0.000156722025946289,2.45617934167092e-08,1722,-0.000150453144908437,0.000463897196801014,"3.OLDER","3.OLDER"
"1612",1993,"Bay Anchovy",7.8963790108907e-06,6.23528014836353e-11,1707,-7.58052385045508e-06,2.33732818722365e-05,"3.OLDER","3.OLDER"
"1622",1994,"Bay Anchovy",4.20240565771434e-05,1.68865442808541e-09,1706,-3.85186951199082e-05,0.000122566808274195,"3.OLDER","3.OLDER"
"1632",1995,"Bay Anchovy",8.88445532612816e-07,5.30873991418997e-13,1720,-5.39632030209042e-07,2.31652309543467e-06,"3.OLDER","3.OLDER"
"1642",1996,"Bay Anchovy",0,0,1720,0,0,"3.OLDER","3.OLDER"
"1652",1997,"Bay Anchovy",5.4149802592284e-07,2.93220112078332e-13,2040,-5.19838104885926e-07,1.60283415673161e-06,"3.OLDER","3.OLDER"
"1662",1998,"Bay Anchovy",0,0,2151,0,0,"3.OLDER","3.OLDER"
"1672",1999,"Bay Anchovy",0,0,2099,0,0,"3.OLDER","3.OLDER"
"1682",2000,"Bay Anchovy",8.10669411505453e-07,6.57184894750598e-13,2143,-7.78242635045235e-07,2.39958145805614e-06,"3.OLDER","3.OLDER"
"1692",2001,"Bay Anchovy",2.30777215918481e-05,5.3258123387085e-10,2098,-2.21546127281741e-05,6.83100559118702e-05,"3.OLDER","3.OLDER"
"1702",2002,"Bay Anchovy",0,0,2142,0,0,"3.OLDER","3.OLDER"
"1712",2003,"Bay Anchovy",3.06189400609967e-07,9.37519490458907e-14,2144,-2.93941824585568e-07,9.06320625805502e-07,"3.OLDER","3.OLDER"
"1722",2004,"Bay Anchovy",4.44055284185095e-07,1.97185095412705e-13,2139,-4.26293072817691e-07,1.31440364118788e-06,"3.OLDER","3.OLDER"
"1732",2005,"Bay Anchovy",0,0,2142,0,0,"3.OLDER","3.OLDER"
"1742",2006,"Bay Anchovy",0,0,2143,0,0,"3.OLDER","3.OLDER"
"1752",2007,"Bay Anchovy",0,0,2140,0,0,"3.OLDER","3.OLDER"
"1762",2008,"Bay Anchovy",2.66202216918727e-07,7.08636202924452e-14,2142,-2.55554128241978e-07,7.87958562079433e-07,"3.OLDER","3.OLDER"
"1772",2009,"Bay Anchovy",3.47935893965948e-06,1.21059386309884e-11,2140,-3.34018458207311e-06,1.02989024613921e-05,"3.OLDER","3.OLDER"
"1782",2010,"Bay Anchovy",4.6820885811855e-07,2.19219534820677e-13,2135,-4.49480503793808e-07,1.38589822003091e-06,"3.OLDER","3.OLDER"
"1792",2011,"Bay Anchovy",2.71045646115187e-07,7.34657422779994e-14,2094,-2.6020382027058e-07,8.02295112500955e-07,"3.OLDER","3.OLDER"
"1802",2012,"Bay Anchovy",0,0,2143,0,0,"3.OLDER","3.OLDER"
"1812",2013,"Bay Anchovy",0,0,2136,0,0,"3.OLDER","3.OLDER"
"1822",2014,"Bay Anchovy",0,0,2132,0,0,"3.OLDER","3.OLDER"
"1832",2015,"Bay Anchovy",0,0,2134,0,0,"3.OLDER","3.OLDER"
"1842",2016,"Bay Anchovy",0,0,2132,0,0,"3.OLDER","3.OLDER"
"1852",2017,"Bay Anchovy",0,0,2135,0,0,"3.OLDER","3.OLDER"
"1862",2018,"Bay Anchovy",0,0,2137,0,0,"3.OLDER","3.OLDER"
"1872",2023,"Bay Anchovy",3.84734442831755e-06,7.40510785014361e-12,1793,-1.48627182307434e-06,9.18096067970945e-06,"3.OLDER","3.OLDER"
"1882",2024,"Bay Anchovy",1.06627829667722e-05,7.66159798373492e-11,2025,-6.49320572939917e-06,2.78187716629436e-05,"3.OLDER","3.OLDER"
