"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage","life.stage.1"
"3422",1986,"Spottail Shiner",1.6097610205391e-07,2.59133054324707e-14,2222,-1.54537057971753e-07,4.76489262079573e-07,"3.OLDER","3.OLDER"
"3432",1987,"Spottail Shiner",1.1308850520454e-07,1.27890100093973e-14,2065,-1.08564964996359e-07,3.34741975405439e-07,"3.OLDER","3.OLDER"
"3442",1988,"Spottail Shiner",0,0,1733,0,0,"3.OLDER","3.OLDER"
"3452",1989,"Spottail Shiner",9.65341009780865e-07,3.13803567358022e-13,1725,-1.32615175302391e-07,2.06329719486412e-06,"3.OLDER","3.OLDER"
"3462",1990,"Spottail Shiner",0,0,1725,0,0,"3.OLDER","3.OLDER"
"3472",1991,"Spottail Shiner",0,0,1716,0,0,"3.OLDER","3.OLDER"
"3482",1992,"Spottail Shiner",0,0,1722,0,0,"3.OLDER","3.OLDER"
"3492",1993,"Spottail Shiner",0,0,1707,0,0,"3.OLDER","3.OLDER"
"3502",1994,"Spottail Shiner",1.74296818276333e-06,3.03793808612531e-12,1706,-1.6732494554528e-06,5.15918582097946e-06,"3.OLDER","3.OLDER"
"3512",1995,"Spottail Shiner",0,0,1720,0,0,"3.OLDER","3.OLDER"
"3522",1996,"Spottail Shiner",0,0,1720,0,0,"3.OLDER","3.OLDER"
"3532",1997,"Spottail Shiner",0,0,2040,0,0,"3.OLDER","3.OLDER"
"3542",1998,"Spottail Shiner",0,0,2151,0,0,"3.OLDER","3.OLDER"
"3552",1999,"Spottail Shiner",0,0,2099,0,0,"3.OLDER","3.OLDER"
"3562",2000,"Spottail Shiner",0,0,2143,0,0,"3.OLDER","3.OLDER"
"3572",2001,"Spottail Shiner",1.73926123686276e-07,3.02502965005339e-14,2098,-1.66969078738825e-07,5.14821326111378e-07,"3.OLDER","3.OLDER"
"3582",2002,"Spottail Shiner",0,0,2142,0,0,"3.OLDER","3.OLDER"
"3592",2003,"Spottail Shiner",0,0,2144,0,0,"3.OLDER","3.OLDER"
"3602",2004,"Spottail Shiner",0,0,2139,0,0,"3.OLDER","3.OLDER"
"3612",2005,"Spottail Shiner",0,0,2142,0,0,"3.OLDER","3.OLDER"
"3622",2006,"Spottail Shiner",2.15615140091805e-06,3.86683902534024e-12,2143,-1.69804745224807e-06,6.01035025408418e-06,"3.OLDER","3.OLDER"
"3632",2007,"Spottail Shiner",0,0,2140,0,0,"3.OLDER","3.OLDER"
"3642",2008,"Spottail Shiner",0,0,2142,0,0,"3.OLDER","3.OLDER"
"3652",2009,"Spottail Shiner",0,0,2140,0,0,"3.OLDER","3.OLDER"
"3662",2010,"Spottail Shiner",0,0,2135,0,0,"3.OLDER","3.OLDER"
"3672",2011,"Spottail Shiner",0,0,2094,0,0,"3.OLDER","3.OLDER"
"3682",2012,"Spottail Shiner",0,0,2143,0,0,"3.OLDER","3.OLDER"
"3692",2013,"Spottail Shiner",0,0,2136,0,0,"3.OLDER","3.OLDER"
"3702",2014,"Spottail Shiner",0,0,2132,0,0,"3.OLDER","3.OLDER"
"3712",2015,"Spottail Shiner",9.05128394396986e-08,8.19257410343666e-15,2134,-8.68923258621107e-08,2.67918004741508e-07,"3.OLDER","3.OLDER"
"3722",2016,"Spottail Shiner",0,0,2132,0,0,"3.OLDER","3.OLDER"
"3732",2017,"Spottail Shiner",0,0,2135,0,0,"3.OLDER","3.OLDER"
"3742",2018,"Spottail Shiner",2.09557811231754e-06,4.39144762482435e-12,2137,-2.01175498782484e-06,6.20291121245993e-06,"3.OLDER","3.OLDER"
"3752",2023,"Spottail Shiner",0,0,1793,0,0,"3.OLDER","3.OLDER"
"3762",2024,"Spottail Shiner",0,0,2025,0,0,"3.OLDER","3.OLDER"
