"","YEAR","SPECIES","AI.D","VAR","SAMPLE_N","LCI","UCI","life.stage","life.stage.1"
"450",2000,"Tessellated Darter",1.42949758467719e-05,5.80857236546281e-11,2143,-6.42966313767495e-07,2.92329180073112e-05,"1.YOY","1.YOY"
"451",2001,"Tessellated Darter",6.1028711643243e-06,1.09542983170561e-11,2098,-3.84195384956868e-07,1.25899377136055e-05,"1.YOY","1.YOY"
"452",2002,"Tessellated Darter",5.08765567517631e-06,8.2306711412849e-12,2142,-5.3541699520241e-07,1.0710728345555e-05,"1.YOY","1.YOY"
"453",2003,"Tessellated Darter",3.84134197051901e-05,1.36535311879748e-10,2144,1.55111478939213e-05,6.13156915164589e-05,"1.YOY","1.YOY"
"454",2004,"Tessellated Darter",1.44988205786776e-05,2.54030693758844e-11,2139,4.62013487083176e-06,2.43775062865234e-05,"1.YOY","1.YOY"
"455",2005,"Tessellated Darter",7.41039363604645e-06,5.24304430478197e-12,2142,2.92244544101897e-06,1.18983418310739e-05,"1.YOY","1.YOY"
"456",2006,"Tessellated Darter",3.03337950003054e-05,7.86229086549599e-11,2143,1.29545612459394e-05,4.77130287546714e-05,"1.YOY","1.YOY"
"457",2007,"Tessellated Darter",1.49648689533103e-05,7.91710065168623e-11,2140,-2.47483685370312e-06,3.24045747603238e-05,"1.YOY","1.YOY"
"458",2008,"Tessellated Darter",2.44674441836455e-05,7.55578698322044e-11,2142,7.43033431291346e-06,4.15045540543776e-05,"1.YOY","1.YOY"
"459",2009,"Tessellated Darter",2.48473348110694e-05,7.31211035219388e-11,2140,8.08720261320533e-06,4.16074670089335e-05,"1.YOY","1.YOY"
"460",2010,"Tessellated Darter",9.93238319314871e-06,5.2987425138364e-12,2135,5.42065965982423e-06,1.44441067264732e-05,"1.YOY","1.YOY"
"461",2011,"Tessellated Darter",1.27474835914776e-05,5.01423254715422e-11,2094,-1.131520606644e-06,2.66264877895992e-05,"1.YOY","1.YOY"
"462",2012,"Tessellated Darter",1.0638358545758e-05,1.38473580160516e-11,2143,3.34479902008995e-06,1.79319180714261e-05,"1.YOY","1.YOY"
"463",2013,"Tessellated Darter",3.63272929360376e-06,6.18316331745843e-12,2136,-1.2410003050043e-06,8.50645889221183e-06,"1.YOY","1.YOY"
"464",2014,"Tessellated Darter",3.35364203127766e-06,1.44687194098435e-12,2132,9.96036625683781e-07,5.71124743687153e-06,"1.YOY","1.YOY"
"465",2015,"Tessellated Darter",7.89048284876755e-06,1.53324865122534e-11,2134,2.15765903793455e-07,1.55651997937417e-05,"1.YOY","1.YOY"
"466",2016,"Tessellated Darter",2.6336182409418e-06,8.47104332990211e-13,2132,8.29668129210549e-07,4.43756835267305e-06,"1.YOY","1.YOY"
"467",2017,"Tessellated Darter",4.62885602597946e-06,5.87567117406291e-12,2135,-1.22141593708436e-07,9.37985364566736e-06,"1.YOY","1.YOY"
"468",2018,"Tessellated Darter",1.09886300252427e-05,6.99089100235210e-12,2137,5.8063325738573e-06,1.61709274766281e-05,"1.YOY","1.YOY"
"469",2023,"Tessellated Darter",2.57956100770491e-06,2.20728260454886e-12,1793,-3.32396556140233e-07,5.49151857155004e-06,"1.YOY","1.YOY"
"470",2024,"Tessellated Darter",1.70166648122447e-06,3.58691994836641e-13,2025,5.27804833770031e-07,2.8755281286789e-06,"1.YOY","1.YOY"
"4241",1974,"Tessellated Darter",0,0,1675,0,0,"2.YEARLING","2.YEARLING"
"4251",1975,"Tessellated Darter",0,0,880,0,0,"2.YEARLING","2.YEARLING"
"4261",1976,"Tessellated Darter",0,0,866,0,0,"2.YEARLING","2.YEARLING"
"4271",1977,"Tessellated Darter",0,0,818,0,0,"2.YEARLING","2.YEARLING"
"4281",1978,"Tessellated Darter",0,0,872,0,0,"2.YEARLING","2.YEARLING"
"4291",1979,"Tessellated Darter",0,0,2136,0,0,"2.YEARLING","2.YEARLING"
"4301",1980,"Tessellated Darter",8.81201200788458e-06,3.22326948282051e-11,2023,-2.31566162374359e-06,1.99396856395128e-05,"2.YEARLING","2.YEARLING"
"4311",1981,"Tessellated Darter",2.25147947957476e-06,1.17039857635877e-12,1154,1.31054246056764e-07,4.37190471309275e-06,"2.YEARLING","2.YEARLING"
"4321",1982,"Tessellated Darter",7.58565858132183e-07,5.75422161123816e-13,1000,-7.28223223806896e-07,2.24535494007126e-06,"2.YEARLING","2.YEARLING"
"4331",1983,"Tessellated Darter",0,0,1199,0,0,"2.YEARLING","2.YEARLING"
"4341",1984,"Tessellated Darter",1.29744137256477e-06,5.87408166953745e-13,1641,-2.04752760751392e-07,2.79963550588094e-06,"2.YEARLING","2.YEARLING"
"4351",1985,"Tessellated Darter",3.15996442935761e-06,1.23332327581974e-12,1889,9.83284688010911e-07,5.3366441707043e-06,"2.YEARLING","2.YEARLING"
"4361",1986,"Tessellated Darter",1.68802192060819e-05,6.00214714451742e-12,2222,1.20783603503492e-05,2.16820780618145e-05,"2.YEARLING","2.YEARLING"
"4371",1987,"Tessellated Darter",6.38771467615384e-06,1.42312975931873e-12,2065,4.04953262947766e-06,8.72589672283003e-06,"2.YEARLING","2.YEARLING"
"4381",1988,"Tessellated Darter",7.69809904270185e-06,1.88529009444826e-12,1733,5.00690406150252e-06,1.03892940239012e-05,"2.YEARLING","2.YEARLING"
"4391",1989,"Tessellated Darter",5.21581042522797e-06,1.3382925846973e-12,1725,2.94839233555567e-06,7.48322851490026e-06,"2.YEARLING","2.YEARLING"
"4401",1990,"Tessellated Darter",7.48507862520993e-07,1.72765647116336e-13,1725,-6.61678459434942e-08,1.56318357098548e-06,"2.YEARLING","2.YEARLING"
"4411",1991,"Tessellated Darter",7.28926026424667e-06,4.77148812672662e-12,1716,3.0078879623284e-06,1.15706325661649e-05,"2.YEARLING","2.YEARLING"
"4421",1992,"Tessellated Darter",7.36546018401094e-06,2.02458501546931e-12,1722,4.57661709135999e-06,1.01543032766619e-05,"2.YEARLING","2.YEARLING"
"4431",1993,"Tessellated Darter",7.90429149045772e-06,2.84348403111112e-12,1707,4.59921535609765e-06,1.12093676248178e-05,"2.YEARLING","2.YEARLING"
"4441",1994,"Tessellated Darter",1.36221302837321e-05,5.20174478014032e-12,1706,9.15189284625885e-06,1.80923677212053e-05,"2.YEARLING","2.YEARLING"
"4451",1995,"Tessellated Darter",8.02835329025594e-06,4.6473262717194e-12,1720,3.80305228258355e-06,1.22536542979283e-05,"2.YEARLING","2.YEARLING"
"4461",1996,"Tessellated Darter",4.65570762458556e-06,3.54477462431827e-12,1720,9.65503538524591e-07,8.34591171064652e-06,"2.YEARLING","2.YEARLING"
"4471",1997,"Tessellated Darter",5.17614336536519e-06,3.08941440080876e-12,2040,1.73110427093579e-06,8.62118245979459e-06,"2.YEARLING","2.YEARLING"
"4481",1998,"Tessellated Darter",2.92789930607033e-06,7.21213801098461e-13,2151,1.26338287830524e-06,4.59241573383542e-06,"2.YEARLING","2.YEARLING"
"4491",1999,"Tessellated Darter",2.86831956881362e-06,2.32468682821304e-12,2099,-1.20077479649521e-07,5.85671661727676e-06,"2.YEARLING","2.YEARLING"
"4501",2000,"Tessellated Darter",6.3883331443674e-07,9.9699640398924e-14,2143,1.99584170976201e-08,1.25770821177586e-06,"2.YEARLING","2.YEARLING"
"4511",2001,"Tessellated Darter",4.2111803014536e-07,4.73530768998911e-14,2098,-5.39290783703423e-09,8.47628968127754e-07,"2.YEARLING","2.YEARLING"
"4521",2002,"Tessellated Darter",6.09242561600996e-07,1.03206372817302e-13,2142,-2.04221125033616e-08,1.23890723570535e-06,"2.YEARLING","2.YEARLING"
"4531",2003,"Tessellated Darter",0,0,2144,0,0,"2.YEARLING","2.YEARLING"
"4541",2004,"Tessellated Darter",2.49919394197168e-06,4.48613191666091e-13,2139,1.18641351969823e-06,3.81197436424513e-06,"2.YEARLING","2.YEARLING"
"4551",2005,"Tessellated Darter",5.93311240328396e-07,9.09567467750107e-14,2142,2.19412975648856e-09,1.1844283509003e-06,"2.YEARLING","2.YEARLING"
"4561",2006,"Tessellated Darter",4.73717793512983e-07,7.57645957709688e-14,2143,-6.57794456956655e-08,1.01321503272163e-06,"2.YEARLING","2.YEARLING"
"4571",2007,"Tessellated Darter",8.65515578766299e-07,1.74615560858422e-13,2140,4.64898535331321e-08,1.68454130399947e-06,"2.YEARLING","2.YEARLING"
"4581",2008,"Tessellated Darter",3.41967461997741e-06,7.46439133036356e-13,2142,1.72629912308593e-06,5.11305011686889e-06,"2.YEARLING","2.YEARLING"
"4591",2009,"Tessellated Darter",5.99348996712507e-06,1.70708371714813e-12,2140,3.43264385542756e-06,8.55433607882257e-06,"2.YEARLING","2.YEARLING"
"4601",2010,"Tessellated Darter",1.83163696334115e-06,4.55630222684795e-13,2135,5.08629380798287e-07,3.15464454588401e-06,"2.YEARLING","2.YEARLING"
"4611",2011,"Tessellated Darter",8.84657685617096e-07,2.89411313395791e-13,2094,-1.69762772047336e-07,1.93907814328153e-06,"2.YEARLING","2.YEARLING"
"4621",2012,"Tessellated Darter",6.12018262850085e-07,1.63308842512962e-13,2143,-1.8004691716845e-07,1.40408344286862e-06,"2.YEARLING","2.YEARLING"
"4631",2013,"Tessellated Darter",1.31536517006913e-07,5.6445769084415e-15,2136,-1.57190657445364e-08,2.78792099758362e-07,"2.YEARLING","2.YEARLING"
"4641",2014,"Tessellated Darter",9.06838008754259e-08,8.2235517412139e-15,2132,-8.70564488404089e-08,2.68424050591261e-07,"2.YEARLING","2.YEARLING"
"4651",2015,"Tessellated Darter",0,0,2134,0,0,"2.YEARLING","2.YEARLING"
"4661",2016,"Tessellated Darter",3.43616495581456e-07,5.3780375240481e-14,2132,-1.10919190062512e-07,7.98152181225423e-07,"2.YEARLING","2.YEARLING"
"4671",2017,"Tessellated Darter",9.40293703276032e-08,8.84152248420554e-15,2135,-9.0268195514499e-08,2.78326936169705e-07,"2.YEARLING","2.YEARLING"
"4681",2018,"Tessellated Darter",2.60461796830199e-07,3.54440855819818e-14,2137,-1.08539557058566e-07,6.29463150718964e-07,"2.YEARLING","2.YEARLING"
"4691",2023,"Tessellated Darter",8.5319701832103e-08,7.27945152071896e-15,1793,-8.19069137588188e-08,2.52546317423025e-07,"2.YEARLING","2.YEARLING"
"4701",2024,"Tessellated Darter",0,0,2025,0,0,"2.YEARLING","2.YEARLING"
"4242",1974,"Tessellated Darter",0,0,1675,0,0,"3.OLDER","3.OLDER"
"4252",1975,"Tessellated Darter",0,0,880,0,0,"3.OLDER","3.OLDER"
"4262",1976,"Tessellated Darter",0,0,866,0,0,"3.OLDER","3.OLDER"
"4272",1977,"Tessellated Darter",0,0,818,0,0,"3.OLDER","3.OLDER"
"4282",1978,"Tessellated Darter",0,0,872,0,0,"3.OLDER","3.OLDER"
"4292",1979,"Tessellated Darter",0,0,2136,0,0,"3.OLDER","3.OLDER"
"4302",1980,"Tessellated Darter",0,0,2023,0,0,"3.OLDER","3.OLDER"
"4312",1981,"Tessellated Darter",0,0,1154,0,0,"3.OLDER","3.OLDER"
"4322",1982,"Tessellated Darter",0,0,1000,0,0,"3.OLDER","3.OLDER"
"4332",1983,"Tessellated Darter",0,0,1199,0,0,"3.OLDER","3.OLDER"
"4342",1984,"Tessellated Darter",0,0,1641,0,0,"3.OLDER","3.OLDER"
"4352",1985,"Tessellated Darter",0,0,1889,0,0,"3.OLDER","3.OLDER"
"4362",1986,"Tessellated Darter",0,0,2222,0,0,"3.OLDER","3.OLDER"
"4372",1987,"Tessellated Darter",0,0,2065,0,0,"3.OLDER","3.OLDER"
"4382",1988,"Tessellated Darter",0,0,1733,0,0,"3.OLDER","3.OLDER"
"4392",1989,"Tessellated Darter",1.77509591138157e-07,3.15096549460356e-14,1725,-1.70409207492631e-07,5.25428389768944e-07,"3.OLDER","3.OLDER"
"4402",1990,"Tessellated Darter",0,0,1725,0,0,"3.OLDER","3.OLDER"
"4412",1991,"Tessellated Darter",0,0,1716,0,0,"3.OLDER","3.OLDER"
"4422",1992,"Tessellated Darter",0,0,1722,0,0,"3.OLDER","3.OLDER"
"4432",1993,"Tessellated Darter",0,0,1707,0,0,"3.OLDER","3.OLDER"
"4442",1994,"Tessellated Darter",0,0,1706,0,0,"3.OLDER","3.OLDER"
"4452",1995,"Tessellated Darter",0,0,1720,0,0,"3.OLDER","3.OLDER"
"4462",1996,"Tessellated Darter",0,0,1720,0,0,"3.OLDER","3.OLDER"
"4472",1997,"Tessellated Darter",7.69934202343963e-08,5.92798675939035e-15,2040,-7.39136834250204e-08,2.27900523893813e-07,"3.OLDER","3.OLDER"
"4482",1998,"Tessellated Darter",0,0,2151,0,0,"3.OLDER","3.OLDER"
"4492",1999,"Tessellated Darter",0,0,2099,0,0,"3.OLDER","3.OLDER"
"4502",2000,"Tessellated Darter",0,0,2143,0,0,"3.OLDER","3.OLDER"
"4512",2001,"Tessellated Darter",0,0,2098,0,0,"3.OLDER","3.OLDER"
"4522",2002,"Tessellated Darter",0,0,2142,0,0,"3.OLDER","3.OLDER"
"4532",2003,"Tessellated Darter",0,0,2144,0,0,"3.OLDER","3.OLDER"
"4542",2004,"Tessellated Darter",0,0,2139,0,0,"3.OLDER","3.OLDER"
"4552",2005,"Tessellated Darter",0,0,2142,0,0,"3.OLDER","3.OLDER"
"4562",2006,"Tessellated Darter",0,0,2143,0,0,"3.OLDER","3.OLDER"
"4572",2007,"Tessellated Darter",0,0,2140,0,0,"3.OLDER","3.OLDER"
"4582",2008,"Tessellated Darter",0,0,2142,0,0,"3.OLDER","3.OLDER"
"4592",2009,"Tessellated Darter",0,0,2140,0,0,"3.OLDER","3.OLDER"
"4602",2010,"Tessellated Darter",0,0,2135,0,0,"3.OLDER","3.OLDER"
"4612",2011,"Tessellated Darter",0,0,2094,0,0,"3.OLDER","3.OLDER"
"4622",2012,"Tessellated Darter",0,0,2143,0,0,"3.OLDER","3.OLDER"
"4632",2013,"Tessellated Darter",0,0,2136,0,0,"3.OLDER","3.OLDER"
"4642",2014,"Tessellated Darter",0,0,2132,0,0,"3.OLDER","3.OLDER"
"4652",2015,"Tessellated Darter",0,0,2134,0,0,"3.OLDER","3.OLDER"
"4662",2016,"Tessellated Darter",0,0,2132,0,0,"3.OLDER","3.OLDER"
"4672",2017,"Tessellated Darter",0,0,2135,0,0,"3.OLDER","3.OLDER"
"4682",2018,"Tessellated Darter",0,0,2137,0,0,"3.OLDER","3.OLDER"
"4692",2023,"Tessellated Darter",0,0,1793,0,0,"3.OLDER","3.OLDER"
"4702",2024,"Tessellated Darter",0,0,2025,0,0,"3.OLDER","3.OLDER"
